"Fecha","Sensor","Volumen (Gals)","Distancia (KM)","Ver en Mapa"
"2024-06-19 13:12:21","Sensor unico","39.48","197.00","Ver en Mapa"
"2024-06-19 13:12:51","Sensor unico","39.48","197.10","Ver en Mapa"
"2024-06-19 13:13:51","Sensor unico","39.48","197.10","Ver en Mapa"
"2024-06-19 13:14:51","Sensor unico","39.48","197.10","Ver en Mapa"
"2024-06-19 13:15:18","Sensor unico","39.48","197.10","Ver en Mapa"
"2024-06-19 13:15:24","Sensor unico","39.48","197.10","Ver en Mapa"
"2024-06-19 13:15:51","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:16:51","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:17:51","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:18:51","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:19:51","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:19:54","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:20:00","Sensor unico","39.48","197.20","Ver en Mapa"
"2024-06-19 13:20:33","Sensor unico","39.48","197.40","Ver en Mapa"
"2024-06-19 13:20:36","Sensor unico","39.48","197.40","Ver en Mapa"
"2024-06-19 13:20:51","Sensor unico","39.48","197.40","Ver en Mapa"
"2024-06-19 13:21:51","Sensor unico","38.88","197.50","Ver en Mapa"
"2024-06-19 13:22:24","Sensor unico","38.88","197.60","Ver en Mapa"
"2024-06-19 13:22:51","Sensor unico","38.88","197.70","Ver en Mapa"
"2024-06-19 13:23:51","Sensor unico","38.88","197.70","Ver en Mapa"
"2024-06-19 13:24:51","Sensor unico","38.88","197.70","Ver en Mapa"
"2024-06-19 13:25:18","Sensor unico","38.88","197.70","Ver en Mapa"
"2024-06-19 13:25:24","Sensor unico","38.88","197.70","Ver en Mapa"
"2024-06-19 13:25:48","Sensor unico","39.48","197.80","Ver en Mapa"
"2024-06-19 13:25:51","Sensor unico","39.48","197.80","Ver en Mapa"
"2024-06-19 13:25:54","Sensor unico","39.48","197.80","Ver en Mapa"
"2024-06-19 13:26:51","Sensor unico","39.48","197.90","Ver en Mapa"
"2024-06-19 13:27:51","Sensor unico","39.48","197.90","Ver en Mapa"
"2024-06-19 13:28:51","Sensor unico","38.88","197.90","Ver en Mapa"
"2024-06-19 13:29:51","Sensor unico","38.88","198.00","Ver en Mapa"
"2024-06-19 13:30:50","Sensor unico","39.48","198.00","Ver en Mapa"
"2024-06-19 13:40:34","Sensor unico","38.88","198.10","Ver en Mapa"
"2024-06-19 13:40:55","Sensor unico","38.88","198.10","Ver en Mapa"
"2024-06-19 13:41:22","Sensor unico","38.88","198.20","Ver en Mapa"
"2024-06-19 13:42:18","Sensor unico","38.88","198.30","Ver en Mapa"
"2024-06-19 13:46:37","Sensor unico","38.88","198.30","Ver en Mapa"
"2024-06-19 13:47:16","Sensor unico","38.88","198.30","Ver en Mapa"
"2024-06-19 13:47:22","Sensor unico","38.88","198.30","Ver en Mapa"
"2024-06-19 13:47:28","Sensor unico","38.88","198.30","Ver en Mapa"
"2024-06-19 13:48:28","Sensor unico","38.88","198.40","Ver en Mapa"
"2024-06-19 13:48:58","Sensor unico","38.88","198.40","Ver en Mapa"
"2024-06-19 13:49:28","Sensor unico","38.88","198.50","Ver en Mapa"
"2024-06-19 13:50:13","Sensor unico","38.88","198.60","Ver en Mapa"
"2024-06-19 13:50:28","Sensor unico","38.88","198.70","Ver en Mapa"
"2024-06-19 13:51:28","Sensor unico","38.88","198.70","Ver en Mapa"
"2024-06-19 13:52:28","Sensor unico","38.88","198.70","Ver en Mapa"
"2024-06-19 13:53:28","Sensor unico","38.88","198.70","Ver en Mapa"
"2024-06-19 13:53:31","Sensor unico","38.88","198.70","Ver en Mapa"
"2024-06-19 13:53:58","Sensor unico","38.88","198.70","Ver en Mapa"
"2024-06-19 13:54:19","Sensor unico","38.88","198.80","Ver en Mapa"
"2024-06-19 13:54:28","Sensor unico","38.88","198.80","Ver en Mapa"
"2024-06-19 13:54:31","Sensor unico","38.88","198.80","Ver en Mapa"
"2024-06-19 13:55:01","Sensor unico","38.88","198.90","Ver en Mapa"
"2024-06-19 13:55:16","Sensor unico","38.88","198.90","Ver en Mapa"
"2024-06-19 13:55:28","Sensor unico","38.88","199.00","Ver en Mapa"
"2024-06-19 13:55:31","Sensor unico","38.88","199.00","Ver en Mapa"
"2024-06-19 13:56:28","Sensor unico","38.88","199.00","Ver en Mapa"
"2024-06-19 13:57:28","Sensor unico","38.88","199.00","Ver en Mapa"
"2024-06-19 13:58:28","Sensor unico","38.88","199.00","Ver en Mapa"
"2024-06-19 13:59:28","Sensor unico","38.88","199.00","Ver en Mapa"
"2024-06-19 13:59:49","Sensor unico","38.88","199.10","Ver en Mapa"
"2024-06-19 13:59:52","Sensor unico","38.88","199.10","Ver en Mapa"
"2024-06-19 14:00:10","Sensor unico","38.88","199.10","Ver en Mapa"
"2024-06-19 14:00:28","Sensor unico","38.88","199.20","Ver en Mapa"
"2024-06-19 14:01:28","Sensor unico","38.88","199.30","Ver en Mapa"
"2024-06-19 14:02:28","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:03:28","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:03:49","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:03:58","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:04:04","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:04:10","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:04:16","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:04:28","Sensor unico","38.88","199.40","Ver en Mapa"
"2024-06-19 14:05:28","Sensor unico","38.88","199.60","Ver en Mapa"
"2024-06-19 14:06:28","Sensor unico","38.88","199.70","Ver en Mapa"
"2024-06-19 14:07:28","Sensor unico","38.88","199.70","Ver en Mapa"
"2024-06-19 14:08:28","Sensor unico","38.88","199.70","Ver en Mapa"
"2024-06-19 14:08:52","Sensor unico","38.88","199.70","Ver en Mapa"
"2024-06-19 14:09:10","Sensor unico","38.88","199.70","Ver en Mapa"
"2024-06-19 14:09:28","Sensor unico","38.88","199.80","Ver en Mapa"
"2024-06-19 14:09:34","Sensor unico","38.88","199.80","Ver en Mapa"
"2024-06-19 14:09:37","Sensor unico","38.88","199.80","Ver en Mapa"
"2024-06-19 14:10:07","Sensor unico","38.88","199.80","Ver en Mapa"
"2024-06-19 14:10:28","Sensor unico","38.88","199.90","Ver en Mapa"
"2024-06-19 14:11:28","Sensor unico","38.88","199.90","Ver en Mapa"
"2024-06-19 14:12:28","Sensor unico","38.88","199.90","Ver en Mapa"
"2024-06-19 14:13:28","Sensor unico","38.88","199.90","Ver en Mapa"
"2024-06-19 14:13:58","Sensor unico","38.88","200.00","Ver en Mapa"
"2024-06-19 14:14:28","Sensor unico","38.88","200.10","Ver en Mapa"
"2024-06-19 14:14:31","Sensor unico","38.88","200.10","Ver en Mapa"
"2024-06-19 14:15:28","Sensor unico","38.88","200.20","Ver en Mapa"
"2024-06-19 14:16:28","Sensor unico","38.88","200.30","Ver en Mapa"
"2024-06-19 14:16:55","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:16:58","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:17:28","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:18:28","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:19:28","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:19:43","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:19:49","Sensor unico","38.88","200.40","Ver en Mapa"
"2024-06-19 14:20:10","Sensor unico","38.88","200.50","Ver en Mapa"
"2024-06-19 14:20:28","Sensor unico","38.88","200.60","Ver en Mapa"
"2024-06-19 14:21:22","Sensor unico","38.88","200.70","Ver en Mapa"
"2024-06-19 14:21:28","Sensor unico","38.88","200.70","Ver en Mapa"
"2024-06-19 14:22:22","Sensor unico","38.88","200.90","Ver en Mapa"
"2024-06-19 14:22:25","Sensor unico","38.88","200.90","Ver en Mapa"
"2024-06-19 14:22:28","Sensor unico","38.88","200.90","Ver en Mapa"
"2024-06-19 14:22:34","Sensor unico","38.88","200.90","Ver en Mapa"
"2024-06-19 14:23:28","Sensor unico","38.88","201.00","Ver en Mapa"
"2024-06-19 14:24:28","Sensor unico","37.65","201.00","Ver en Mapa"
"2024-06-19 14:25:28","Sensor unico","37.65","201.00","Ver en Mapa"
"2024-06-19 14:25:58","Sensor unico","37.65","201.10","Ver en Mapa"
"2024-06-19 14:26:04","Sensor unico","37.65","201.10","Ver en Mapa"
"2024-06-19 14:26:28","Sensor unico","38.27","201.20","Ver en Mapa"
"2024-06-19 14:27:04","Sensor unico","38.27","201.40","Ver en Mapa"
"2024-06-19 14:27:28","Sensor unico","38.27","201.50","Ver en Mapa"
"2024-06-19 14:28:28","Sensor unico","38.88","201.50","Ver en Mapa"
"2024-06-19 14:29:28","Sensor unico","38.88","201.60","Ver en Mapa"
"2024-06-19 14:30:28","Sensor unico","38.88","201.80","Ver en Mapa"
"2024-06-19 14:31:13","Sensor unico","38.88","202.00","Ver en Mapa"
"2024-06-19 14:31:16","Sensor unico","38.88","202.00","Ver en Mapa"
"2024-06-19 14:31:28","Sensor unico","38.88","202.00","Ver en Mapa"
"2024-06-19 14:32:00","Sensor unico","38.88","202.00","Ver en Mapa"
"2024-06-19 14:34:49","Sensor unico","38.88","202.00","Ver en Mapa"
"2024-06-19 14:35:40","Sensor unico","38.88","202.10","Ver en Mapa"
"2024-06-19 14:36:16","Sensor unico","38.88","202.20","Ver en Mapa"
"2024-06-19 14:36:40","Sensor unico","38.88","202.30","Ver en Mapa"
"2024-06-19 14:37:13","Sensor unico","38.88","202.40","Ver en Mapa"
"2024-06-19 14:37:40","Sensor unico","38.88","202.50","Ver en Mapa"
"2024-06-19 14:37:43","Sensor unico","38.88","202.50","Ver en Mapa"
"2024-06-19 14:38:04","Sensor unico","38.88","202.50","Ver en Mapa"
"2024-06-19 14:38:40","Sensor unico","38.88","202.70","Ver en Mapa"
"2024-06-19 14:39:10","Sensor unico","38.88","202.80","Ver en Mapa"
"2024-06-19 14:39:40","Sensor unico","38.88","202.90","Ver en Mapa"
"2024-06-19 14:40:40","Sensor unico","38.88","203.20","Ver en Mapa"
"2024-06-19 14:41:40","Sensor unico","38.27","203.60","Ver en Mapa"
"2024-06-19 14:41:52","Sensor unico","38.27","203.70","Ver en Mapa"
"2024-06-19 14:41:55","Sensor unico","38.27","203.70","Ver en Mapa"
"2024-06-19 14:42:22","Sensor unico","38.27","203.80","Ver en Mapa"
"2024-06-19 14:42:28","Sensor unico","38.27","203.80","Ver en Mapa"
"2024-06-19 14:42:48","Sensor unico","38.27","203.90","Ver en Mapa"
"2024-06-19 14:54:01","Sensor unico","38.27","203.90","Ver en Mapa"
"2024-06-19 14:54:28","Sensor unico","38.27","203.90","Ver en Mapa"
"2024-06-19 14:54:31","Sensor unico","38.27","203.90","Ver en Mapa"
"2024-06-19 14:54:46","Sensor unico","38.27","204.00","Ver en Mapa"
"2024-06-19 14:55:46","Sensor unico","38.27","204.30","Ver en Mapa"
"2024-06-19 14:56:46","Sensor unico","38.27","204.50","Ver en Mapa"
"2024-06-19 14:57:46","Sensor unico","38.27","204.50","Ver en Mapa"
"2024-06-19 14:58:46","Sensor unico","38.27","204.50","Ver en Mapa"
"2024-06-19 14:59:46","Sensor unico","38.27","204.50","Ver en Mapa"
"2024-06-19 15:00:31","Sensor unico","38.27","204.60","Ver en Mapa"
"2024-06-19 15:00:46","Sensor unico","38.27","204.70","Ver en Mapa"
"2024-06-19 15:01:19","Sensor unico","38.27","204.80","Ver en Mapa"
"2024-06-19 15:01:40","Sensor unico","38.27","204.90","Ver en Mapa"
"2024-06-19 15:01:46","Sensor unico","38.27","205.00","Ver en Mapa"
"2024-06-19 15:02:46","Sensor unico","38.27","205.00","Ver en Mapa"
"2024-06-19 15:03:46","Sensor unico","38.27","205.00","Ver en Mapa"
"2024-06-19 15:04:46","Sensor unico","38.27","205.00","Ver en Mapa"
"2024-06-19 15:04:58","Sensor unico","38.27","205.00","Ver en Mapa"
"2024-06-19 15:05:07","Sensor unico","38.27","205.00","Ver en Mapa"
"2024-06-19 15:05:46","Sensor unico","38.27","205.20","Ver en Mapa"
"2024-06-19 15:06:46","Sensor unico","38.27","205.30","Ver en Mapa"
"2024-06-19 15:07:46","Sensor unico","36.41","205.30","Ver en Mapa"
"2024-06-19 15:08:46","Sensor unico","36.41","205.30","Ver en Mapa"
"2024-06-19 15:09:46","Sensor unico","36.41","205.30","Ver en Mapa"
"2024-06-19 15:09:49","Sensor unico","36.41","205.30","Ver en Mapa"
"2024-06-19 15:10:46","Sensor unico","37.03","205.50","Ver en Mapa"
"2024-06-19 15:11:46","Sensor unico","38.27","205.50","Ver en Mapa"
"2024-06-19 15:12:04","Sensor unico","38.27","205.50","Ver en Mapa"
"2024-06-19 15:12:07","Sensor unico","38.27","205.50","Ver en Mapa"
"2024-06-19 15:12:46","Sensor unico","38.27","205.70","Ver en Mapa"
"2024-06-19 15:13:45","Sensor unico","38.27","205.70","Ver en Mapa"
"2024-06-19 15:13:59","Sensor unico","38.27","205.70","Ver en Mapa"
"2024-06-19 15:21:01","Sensor unico","38.27","205.70","Ver en Mapa"
"2024-06-19 15:21:43","Sensor unico","38.27","205.90","Ver en Mapa"
"2024-06-19 15:21:49","Sensor unico","38.27","205.90","Ver en Mapa"
"2024-06-19 15:22:43","Sensor unico","38.27","206.10","Ver en Mapa"
"2024-06-19 15:23:43","Sensor unico","37.65","206.20","Ver en Mapa"
"2024-06-19 15:24:10","Sensor unico","37.65","206.20","Ver en Mapa"
"2024-06-19 15:24:13","Sensor unico","37.65","206.20","Ver en Mapa"
"2024-06-19 15:24:43","Sensor unico","37.65","206.40","Ver en Mapa"
"2024-06-19 15:25:43","Sensor unico","37.65","206.70","Ver en Mapa"
"2024-06-19 15:26:43","Sensor unico","37.65","207.00","Ver en Mapa"
"2024-06-19 15:27:01","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:27:07","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:27:43","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:28:01","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:28:34","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:28:43","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:28:46","Sensor unico","37.65","207.10","Ver en Mapa"
"2024-06-19 15:29:15","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 15:57:10","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 15:57:22","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 15:57:37","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 15:57:52","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 15:58:52","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 15:59:52","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 16:00:52","Sensor unico","37.65","207.20","Ver en Mapa"
"2024-06-19 16:01:52","Sensor unico","37.65","207.40","Ver en Mapa"
"2024-06-19 16:02:52","Sensor unico","37.65","207.60","Ver en Mapa"
"2024-06-19 16:03:52","Sensor unico","37.65","207.60","Ver en Mapa"
"2024-06-19 16:04:52","Sensor unico","38.27","207.70","Ver en Mapa"
"2024-06-19 16:05:52","Sensor unico","38.27","207.80","Ver en Mapa"
"2024-06-19 16:06:52","Sensor unico","38.27","207.80","Ver en Mapa"
"2024-06-19 16:06:58","Sensor unico","38.27","207.80","Ver en Mapa"
"2024-06-19 16:07:04","Sensor unico","38.27","207.80","Ver en Mapa"
"2024-06-19 16:07:52","Sensor unico","38.27","207.90","Ver en Mapa"
"2024-06-19 16:07:55","Sensor unico","38.27","207.90","Ver en Mapa"
"2024-06-19 16:08:52","Sensor unico","37.65","208.00","Ver en Mapa"
"2024-06-19 16:09:52","Sensor unico","37.65","208.00","Ver en Mapa"
"2024-06-19 16:10:52","Sensor unico","37.65","208.00","Ver en Mapa"
"2024-06-19 16:11:52","Sensor unico","37.65","208.10","Ver en Mapa"
"2024-06-19 16:12:52","Sensor unico","37.65","208.10","Ver en Mapa"
"2024-06-19 16:13:52","Sensor unico","37.65","208.10","Ver en Mapa"
"2024-06-19 16:14:52","Sensor unico","37.65","208.20","Ver en Mapa"
"2024-06-19 16:15:07","Sensor unico","37.65","208.20","Ver en Mapa"
"2024-06-19 16:15:13","Sensor unico","37.65","208.20","Ver en Mapa"
"2024-06-19 16:15:52","Sensor unico","37.65","208.60","Ver en Mapa"
"2024-06-19 16:16:31","Sensor unico","37.65","208.90","Ver en Mapa"
"2024-06-19 16:16:34","Sensor unico","37.65","208.90","Ver en Mapa"
"2024-06-19 16:16:52","Sensor unico","37.65","209.00","Ver en Mapa"
"2024-06-19 16:17:52","Sensor unico","37.65","209.40","Ver en Mapa"
"2024-06-19 16:18:01","Sensor unico","37.65","209.40","Ver en Mapa"
"2024-06-19 16:18:22","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:18:31","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:18:52","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:19:52","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:20:28","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:20:34","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:20:49","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:20:52","Sensor unico","37.03","209.50","Ver en Mapa"
"2024-06-19 16:21:07","Sensor unico","37.03","209.60","Ver en Mapa"
"2024-06-19 16:21:13","Sensor unico","37.03","209.60","Ver en Mapa"
"2024-06-19 16:21:52","Sensor unico","37.65","209.60","Ver en Mapa"
"2024-06-19 16:22:07","Sensor unico","37.65","209.60","Ver en Mapa"
"2024-06-19 16:22:10","Sensor unico","37.65","209.60","Ver en Mapa"
"2024-06-19 16:22:36","Sensor unico","38.27","209.60","Ver en Mapa"
"2024-06-19 16:35:57","Sensor unico","38.88","209.60","Ver en Mapa"
"2024-06-19 16:36:42","Sensor unico","38.88","209.60","Ver en Mapa"
"2024-06-19 16:36:48","Sensor unico","38.88","209.60","Ver en Mapa"
"2024-06-19 16:37:15","Sensor unico","38.27","209.70","Ver en Mapa"
"2024-06-19 16:37:18","Sensor unico","38.27","209.70","Ver en Mapa"
"2024-06-19 16:37:24","Sensor unico","38.27","209.70","Ver en Mapa"
"2024-06-19 16:37:42","Sensor unico","37.65","209.70","Ver en Mapa"
"2024-06-19 16:38:42","Sensor unico","37.65","209.70","Ver en Mapa"
"2024-06-19 16:38:51","Sensor unico","37.65","209.70","Ver en Mapa"
"2024-06-19 16:39:42","Sensor unico","37.65","209.80","Ver en Mapa"
"2024-06-19 16:40:42","Sensor unico","37.65","209.80","Ver en Mapa"
"2024-06-19 16:41:33","Sensor unico","37.65","209.90","Ver en Mapa"
"2024-06-19 16:41:42","Sensor unico","37.65","209.90","Ver en Mapa"
"2024-06-19 16:42:42","Sensor unico","37.65","210.00","Ver en Mapa"
"2024-06-19 16:43:09","Sensor unico","37.03","210.00","Ver en Mapa"
"2024-06-19 16:43:12","Sensor unico","37.03","210.00","Ver en Mapa"
"2024-06-19 16:43:42","Sensor unico","37.03","210.10","Ver en Mapa"
"2024-06-19 16:44:42","Sensor unico","37.03","210.10","Ver en Mapa"
"2024-06-19 16:45:42","Sensor unico","37.03","210.10","Ver en Mapa"
"2024-06-19 16:46:27","Sensor unico","36.41","210.10","Ver en Mapa"
"2024-06-19 16:46:42","Sensor unico","36.41","210.20","Ver en Mapa"
"2024-06-19 16:47:42","Sensor unico","36.41","210.20","Ver en Mapa"
"2024-06-19 16:48:42","Sensor unico","36.41","210.20","Ver en Mapa"
"2024-06-19 16:49:36","Sensor unico","36.41","210.20","Ver en Mapa"
"2024-06-19 16:49:42","Sensor unico","36.41","210.30","Ver en Mapa"
"2024-06-19 16:50:06","Sensor unico","36.41","210.30","Ver en Mapa"
"2024-06-19 16:50:12","Sensor unico","36.41","210.30","Ver en Mapa"
"2024-06-19 16:50:42","Sensor unico","37.03","210.40","Ver en Mapa"
"2024-06-19 16:51:42","Sensor unico","37.03","210.50","Ver en Mapa"
"2024-06-19 16:52:42","Sensor unico","37.65","210.50","Ver en Mapa"
"2024-06-19 16:53:42","Sensor unico","37.65","210.50","Ver en Mapa"
"2024-06-19 16:54:18","Sensor unico","37.65","210.60","Ver en Mapa"
"2024-06-19 16:54:42","Sensor unico","37.65","210.60","Ver en Mapa"
"2024-06-19 16:54:54","Sensor unico","37.65","210.60","Ver en Mapa"
"2024-06-19 16:54:57","Sensor unico","37.65","210.60","Ver en Mapa"
"2024-06-19 16:55:42","Sensor unico","37.65","210.70","Ver en Mapa"
"2024-06-19 16:56:42","Sensor unico","37.03","210.70","Ver en Mapa"
"2024-06-19 16:57:42","Sensor unico","37.03","210.70","Ver en Mapa"
"2024-06-19 16:58:42","Sensor unico","36.41","210.70","Ver en Mapa"
"2024-06-19 16:59:30","Sensor unico","36.41","210.70","Ver en Mapa"
"2024-06-19 16:59:42","Sensor unico","36.41","210.80","Ver en Mapa"
"2024-06-19 17:00:03","Sensor unico","36.41","210.90","Ver en Mapa"
"2024-06-19 17:00:21","Sensor unico","36.41","210.90","Ver en Mapa"
"2024-06-19 17:00:27","Sensor unico","36.41","210.90","Ver en Mapa"
"2024-06-19 17:00:42","Sensor unico","36.41","211.00","Ver en Mapa"
"2024-06-19 17:01:42","Sensor unico","37.03","211.10","Ver en Mapa"
"2024-06-19 17:02:42","Sensor unico","37.03","211.10","Ver en Mapa"
"2024-06-19 17:03:39","Sensor unico","37.03","211.20","Ver en Mapa"
"2024-06-19 17:03:42","Sensor unico","37.03","211.20","Ver en Mapa"
"2024-06-19 17:04:06","Sensor unico","37.03","211.20","Ver en Mapa"
"2024-06-19 17:04:12","Sensor unico","37.03","211.20","Ver en Mapa"
"2024-06-19 17:04:42","Sensor unico","37.03","211.20","Ver en Mapa"
"2024-06-19 17:05:18","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:05:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:06:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:07:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:08:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:09:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:10:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:11:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:12:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:13:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:14:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:15:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:16:42","Sensor unico","37.03","211.30","Ver en Mapa"
"2024-06-19 17:17:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:18:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:19:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:20:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:21:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:22:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:23:42","Sensor unico","36.41","211.30","Ver en Mapa"
"2024-06-19 17:24:42","Sensor unico","36.41","211.40","Ver en Mapa"
"2024-06-19 17:25:09","Sensor unico","36.41","211.40","Ver en Mapa"
"2024-06-19 17:25:12","Sensor unico","36.41","211.40","Ver en Mapa"
"2024-06-19 17:25:45","Sensor unico","37.03","211.70","Ver en Mapa"
"2024-06-19 17:26:45","Sensor unico","37.03","212.00","Ver en Mapa"
"2024-06-19 17:27:09","Sensor unico","37.03","212.10","Ver en Mapa"
"2024-06-19 17:27:15","Sensor unico","37.03","212.10","Ver en Mapa"
"2024-06-19 17:27:45","Sensor unico","37.03","212.30","Ver en Mapa"
"2024-06-19 17:28:15","Sensor unico","37.03","212.40","Ver en Mapa"
"2024-06-19 17:28:45","Sensor unico","37.03","212.70","Ver en Mapa"
"2024-06-19 17:29:45","Sensor unico","37.03","212.80","Ver en Mapa"
"2024-06-19 17:30:45","Sensor unico","37.03","213.10","Ver en Mapa"
"2024-06-19 17:31:45","Sensor unico","36.41","213.20","Ver en Mapa"
"2024-06-19 17:32:45","Sensor unico","36.41","213.40","Ver en Mapa"
"2024-06-19 17:33:45","Sensor unico","36.41","213.80","Ver en Mapa"
"2024-06-19 17:34:03","Sensor unico","36.41","213.80","Ver en Mapa"
"2024-06-19 17:34:45","Sensor unico","36.41","213.90","Ver en Mapa"
"2024-06-19 17:35:45","Sensor unico","36.41","214.10","Ver en Mapa"
"2024-06-19 17:36:45","Sensor unico","36.41","214.70","Ver en Mapa"
"2024-06-19 17:37:45","Sensor unico","36.41","215.20","Ver en Mapa"
"2024-06-19 17:38:45","Sensor unico","36.41","215.50","Ver en Mapa"
"2024-06-19 17:38:51","Sensor unico","36.41","215.50","Ver en Mapa"
"2024-06-19 17:38:54","Sensor unico","36.41","215.50","Ver en Mapa"
"2024-06-19 17:39:45","Sensor unico","36.41","215.90","Ver en Mapa"
"2024-06-19 17:40:45","Sensor unico","36.41","216.40","Ver en Mapa"
"2024-06-19 17:41:03","Sensor unico","36.41","216.50","Ver en Mapa"
"2024-06-19 17:41:09","Sensor unico","36.41","216.50","Ver en Mapa"
"2024-06-19 17:41:45","Sensor unico","36.41","217.00","Ver en Mapa"
"2024-06-19 17:42:45","Sensor unico","36.41","217.40","Ver en Mapa"
"2024-06-19 17:43:45","Sensor unico","36.41","218.00","Ver en Mapa"
"2024-06-19 17:44:45","Sensor unico","36.41","218.60","Ver en Mapa"
"2024-06-19 17:45:45","Sensor unico","36.41","219.40","Ver en Mapa"
"2024-06-19 17:46:45","Sensor unico","36.41","220.20","Ver en Mapa"
"2024-06-19 17:47:45","Sensor unico","36.41","221.20","Ver en Mapa"
"2024-06-19 17:48:00","Sensor unico","36.41","221.20","Ver en Mapa"
"2024-06-19 17:48:45","Sensor unico","36.41","221.30","Ver en Mapa"
"2024-06-19 17:49:15","Sensor unico","36.41","221.40","Ver en Mapa"
"2024-06-19 17:49:30","Sensor unico","36.41","221.50","Ver en Mapa"
"2024-06-19 17:49:33","Sensor unico","36.41","221.50","Ver en Mapa"
"2024-06-19 17:49:45","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:49:54","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:50:00","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:50:47","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:57:05","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:57:32","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:57:35","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:57:50","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:57:56","Sensor unico","36.41","221.60","Ver en Mapa"
"2024-06-19 17:58:49","Sensor unico","36.41","221.60","Ver en Mapa"
